experiment,requested_qps,successes,failures,duration_s,achieved_rps_json,ttft_mean_s,itl_mean_s,ttft_p50_s,ttft_p90_s,itl_p50_s,itl_p90_s,input_tokens_total,output_tokens_total,input_toks_per_sec_json,output_toks_per_sec_json,total_toks_per_sec_json,total_completed,success_rate,completed_rps_total,completed_rps_successes,completed_rps,output_toks_per_sec,input_toks_per_sec,total_toks_per_sec,input_toks_per_sec_plot,output_toks_per_sec_plot,total_toks_per_sec_plot,norm_time_per_output_token_s
load,18.0,540,0,30.24741238169372,7.153213457431279,10.890313905560308,0.030693150182505922,5.346472216304392,29.353901871759444,1.0112300515174866e-05,0.08345923572778702,22882518,1028830,30010.81693306418,1347.003080800661,31357.820013864843,540,1.0,17.852766814751327,17.852766814751327,17.852766814751327,34013.81867040853,756511.5888673145,790525.4075377231,30010.81693306418,1347.003080800661,31357.820013864843,2.9399815695201075e-05
load,20.0,600,0,30.74531533382833,5.497503514301177,18.10962392042779,0.0278445005831732,10.945406146114692,52.72514637643472,1.1700205504894257e-05,0.08390091597102582,22882518,1028830,23064.556094110016,1036.8383253030593,24101.394419413075,600,1.0,19.515168196692212,19.515168196692212,19.515168196692212,33462.98415967141,744260.3125563951,777723.2967160665,23064.556094110016,1036.8383253030593,24101.394419413075,2.988376634995901e-05
precise-prefix-cache,3.0,360,0,118.40629061171785,2.760754967614144,3.100527604928033,0.015963655217005743,5.198608940700069,5.711062978487462,3.149756230413914e-05,0.028080869186669587,22826707,1029882,11560.784127105011,520.8547684594029,12081.638895564414,360,1.0,3.0403790046976886,3.0403790046976886,3.0403790046976886,8697.865583655735,192782.89085884934,201480.75644250508,11560.784127105011,520.8547684594029,12081.638895564414,0.00011497073510530123
precise-prefix-cache,4.0,400,0,99.23455262416974,3.484175258977088,1.3509035791142379,0.019429439998652133,0.5983643955551088,5.223418842582032,2.596830017864704e-05,0.03251680028624833,22826707,1029882,14590.105843100619,660.3905785865172,15250.496421687136,400,1.0,4.030854066676926,4.030854066676926,4.030854066676926,10378.260119743414,230027.81184948163,240406.07196922504,14590.105843100619,660.3905785865172,15250.496421687136,9.635526460717804e-05
precise-prefix-cache,5.0,450,0,89.7404651879333,4.252986539331621,2.069098920766264,0.025553712356092412,1.2512539019808173,3.0783620533533393,2.3385509848594666e-05,0.03320305128581822,22826707,1029882,17809.107052096406,799.4764096635581,18608.583461759965,450,1.0,5.014460300129,5.014460300129,5.014460300129,11476.227561816564,254363.59118705938,265839.8187488759,17809.107052096406,799.4764096635581,18608.583461759965,8.713664787609968e-05
precise-prefix-cache,6.0,360,0,59.73012522608042,4.761626845880787,1.4070743070850666,0.017994315560035605,0.5591744489502162,5.4918007288593795,2.7191126719117165e-05,0.03182868412695825,22826707,1029882,19939.524044985614,900.1326482488086,20839.65669323442,360,1.0,6.027109413171136,6.027109413171136,6.027109413171136,17242.254157376432,382164.05730944296,399406.3114668194,19939.524044985614,900.1326482488086,20839.65669323442,5.79970571639085e-05
precise-prefix-cache,8.0,472,8,60.021882712841034,5.255458682159463,4.581923980607209,0.023366232805814853,1.7367018077056855,13.58478849399835,2.3366417735815048e-05,0.03248725971207023,22826707,1029882,22009.33764190489,993.9497577097691,23003.28739961466,480,0.9833333333333333,7.997083368684621,7.863798645873211,7.997083368684621,17158.442112307614,380306.41439903504,397464.85651134263,22009.33764190489,993.9497577097691,23003.28739961466,5.828034931462152e-05
precise-prefix-cache,10.0,500,0,50.9300377080217,6.515523627173484,3.9093122221790253,0.022510868771516947,1.2320320564322174,9.563477235334004,2.1924497559666634e-05,0.03147565815597773,22826707,1029882,27285.25375922321,1232.0333937094883,28517.287152932702,500,1.0,9.817389157778845,9.817389157778845,9.817389157778845,20221.504761183187,448197.33161918895,468418.8363803721,27285.25375922321,1232.0333937094883,28517.287152932702,4.945230396105738e-05
precise-prefix-cache,12.0,599,1,50.09942111000419,8.865359747247878,1.4151043234803466,0.025449205232134814,0.7433522213250399,2.352571247890592,1.923181116580963e-05,0.03339397562667728,22826707,1029882,37124.29335240143,1673.2293503595354,38797.522702760965,600,0.9983333333333333,11.976186285317935,11.956225974842406,11.976186285317935,20556.764473159677,455628.15885395155,476184.92332711123,37124.29335240143,1673.2293503595354,38797.522702760965,4.8645787682476427e-05
precise-prefix-cache,14.0,490,0,35.11351663200185,9.578044110892083,2.5101312429321054,0.023354542882832445,0.8344374308362603,9.659766856627538,1.8796417862176895e-05,0.03220352437347174,22826707,1029882,40109.721211808406,1811.423158686468,41921.14437049487,490,1.0,13.954740139967141,13.954740139967141,13.954740139967141,29330.07282618294,650083.1927268753,679413.2655530582,40109.721211808406,1811.423158686468,41921.14437049487,3.409469884122826e-05
precise-prefix-cache,16.0,480,0,30.732918120920658,10.210140196004915,1.5259339819866,0.02256764337076564,0.6282702225726098,5.267191958846524,1.8241582438349724e-05,0.03234970150515437,22826707,1029882,42757.11045443682,1932.6519123512803,44689.762366788105,480,1.0,15.61843226573568,15.61843226573568,15.61843226573568,33510.713038959155,742744.5356860303,776255.2487249895,42757.11045443682,1932.6519123512803,44689.762366788105,2.984120328437691e-05
precise-prefix-cache,18.0,540,0,30.658077341038734,11.471438947796797,2.8028006735275053,0.024225046875669135,1.0209143611136824,9.844008490256966,1.7710495740175247e-05,0.032774457894265654,22826707,1029882,48038.11638887575,2170.459979139531,50208.57636801528,540,1.0,17.61362899548691,17.61362899548691,17.61362899548691,33592.51751320379,744557.6820123778,778150.1995255816,48038.11638887575,2170.459979139531,50208.57636801528,2.9768534007817143e-05
precise-prefix-cache,20.0,600,0,31.418794037308544,13.973529323753894,0.5559482991610033,0.023792149437859542,0.4233626495115459,0.7800200080964714,1.5035271644592285e-05,0.03304447615519166,22826707,1029882,58514.64311674576,2634.2198804674654,61148.862997213226,600,1.0,19.096850098304994,19.096850098304994,19.096850098304994,32779.17028823757,726530.3363615487,759309.5066497864,58514.64311674576,2634.2198804674654,61148.862997213226,3.0507178528519328e-05
random,3.0,357,3,119.42909219209105,2.31651079688957,13.443187335823044,0.02671035719432915,13.768357240129262,25.97663658745587,3.302702680230141e-05,0.08415946383029223,22863806,1029986,9707.854356013791,438.43697905948034,10146.29133507327,360,0.9916666666666667,3.0143409230723455,2.9892214153800762,3.0143409230723455,8624.247083309981,191442.5168971862,200066.76398049618,9707.854356013791,438.43697905948034,10146.29133507327,0.00011595215099243198
random,4.0,400,0,99.99584233900532,2.91832197836442,14.150038212796208,0.027608098324028437,14.418135796673596,27.290922102099287,2.976600080728531e-05,0.08440910424105823,22863806,1029986,12230.059972099934,554.058019202377,12784.117991302312,400,1.0,4.000166313354533,4.000166313354533,4.000166313354533,10300.288251066953,228647.56639068312,238947.85464175008,12230.059972099934,554.058019202377,12784.117991302312,9.708466167404733e-05
random,5.0,449,1,90.92302852589637,3.4258655159875655,15.206418191110778,0.030880517600323433,14.757600695826113,29.445546766184272,2.4149660021066666e-05,0.08416110454127193,22863806,1029986,14356.444239281513,645.4361152080627,15001.880354489576,450,0.9977777777777778,4.949241213097435,4.938242899290551,4.949241213097435,11328.109244696387,251463.31320769867,262791.422452395,14356.444239281513,645.4361152080627,15001.880354489576,8.827598484435359e-05
random,6.0,360,0,60.58959490805864,3.8147858024184056,12.918257572172054,0.027398149793739814,13.483231139136478,25.44127591387369,2.6188790798187256e-05,0.08427302641794085,22863806,1029986,15986.686441958185,721.1534660655127,16707.8399080237,360,1.0,5.941614241624822,5.941614241624822,5.941614241624822,16999.38746187273,377355.32040929736,394354.7078711701,15986.686441958185,721.1534660655127,16707.8399080237,5.882564899722777e-05
random,8.0,480,0,59.92763983691111,4.710016094084692,14.954315994750747,0.03189723838945433,14.766568770864978,30.89818175407127,2.343812957406044e-05,0.08427574066445231,22863806,1029986,19736.233251040143,888.6034113502532,20624.836662390397,480,1.0,8.009659671335072,8.009659671335072,8.009659671335072,17187.161096332762,381523.55177381006,398710.71287014283,19736.233251040143,888.6034113502532,20624.836662390397,5.818296543536622e-05
random,10.0,500,0,50.01771439798176,5.330732401455468,15.045901619304903,0.03129622088514704,15.118473469512537,30.395853311754767,2.2023450583219528e-05,0.08448763969354331,22863806,1029986,22337.645179903724,1004.8857035335674,23342.530883437288,500,1.0,9.996458375158687,9.996458375158687,9.996458375158687,20592.424351992388,457114.16995340685,477706.5943053992,22337.645179903724,1004.8857035335674,23342.530883437288,4.8561547824904185e-05
random,12.0,600,0,50.19065975956619,6.752808165137412,11.642880681280513,0.035879713083059,7.579437071457505,28.584368754923343,1.3981014490127563e-05,0.08374350895173847,22863806,1029986,28299.56716633539,1275.3240953875763,29574.891261722965,600,1.0,11.954415480375147,11.954415480375147,11.954415480375147,20521.467638282793,455539.0606444903,476060.5282827731,28299.56716633539,1275.3240953875763,29574.891261722965,4.8729458225224604e-05
random,14.0,490,0,36.76835028966889,6.313429681664231,14.020131898748366,0.030786033840455685,13.876344952965155,30.21859592418187,1.8869061022996902e-05,0.08399690818041564,22863806,1029986,26455.86016079765,1192.117253952285,27647.977414749934,490,1.0,13.326678954581201,13.326678954581201,13.326678954581201,28012.84234635362,621833.8821261784,649846.7244725319,26455.86016079765,1192.117253952285,27647.977414749934,3.569791268004506e-05
random,16.0,480,0,30.108669409062713,7.012985803128276,12.132359849655767,0.031717193722626644,9.518692479468882,27.66584489750676,1.635635271668434e-05,0.08402471747249365,22863806,1029986,29386.295255042067,1320.662109825773,30706.95736486784,480,1.0,15.942252162612006,15.942252162612006,15.942252162612006,34208.95111658352,759376.1680188362,793585.1191354197,29386.295255042067,1320.662109825773,30706.95736486784,2.923211520259762e-05
random,18.0,540,0,30.21533602802083,8.402635253651676,9.182396643053464,0.03164203219541526,6.279982325388119,20.469664263352755,1.0299962013959885e-05,0.08362917616032065,22863806,1029986,35212.192217002295,1582.1695369556458,36794.36175395794,540,1.0,17.87171916602945,17.87171916602945,17.87171916602945,34088.186179522236,756695.407219591,790783.5933991132,35212.192217002295,1582.1695369556458,36794.36175395794,2.9335676434457197e-05
random,20.0,600,0,30.15398799907416,10.112840899262613,9.558356648148814,0.027956623718299746,9.126051329541951,19.253799111768604,1.1396128684282303e-05,0.08423003065399826,22863806,1029986,42380.74194801627,1909.1526691672925,44289.89461718356,600,1.0,19.89786558310039,19.89786558310039,19.89786558310039,34157.53830079207,758234.8975101404,792392.4358109325,42380.74194801627,1909.1526691672925,44289.89461718356,2.927611443172447e-05
