experiment,requested_qps,successes,failures,duration_s,achieved_rps_json,ttft_mean_s,itl_mean_s,ttft_p50_s,ttft_p90_s,itl_p50_s,itl_p90_s,input_tokens_total,output_tokens_total,input_toks_per_sec_json,output_toks_per_sec_json,total_toks_per_sec_json,total_completed,success_rate,completed_rps_total,completed_rps_successes,completed_rps,output_toks_per_sec,input_toks_per_sec,total_toks_per_sec,input_toks_per_sec_plot,output_toks_per_sec_plot,total_toks_per_sec_plot,norm_time_per_output_token_s
estimate-prefix-cache,2.0,100,0,49.19125312939286,1.785461381631615,4.490512286406011,0.11304953056910053,2.707391619682312,11.864881846867512,5.134847015142441e-05,0.3533332649618387,14077519,70475,7008.41799747713,34.78078771418386,7043.198785191314,100,1.0,2.0328817348271166,2.0328817348271166,2.0328817348271166,1432.6734026194106,286179.312467817,287611.9858704364,7008.41799747713,34.78078771418386,7043.198785191314,0.0006979957875756348
estimate-prefix-cache,5.0,236,14,49.62961048260331,1.956206043720899,14.1972575558239,0.12795689847083927,9.817199571989477,32.14572599157691,5.192030221223831e-05,0.3734111385419965,14077519,70475,7680.05663863959,38.28693099977472,7718.343569639364,250,0.944,5.037315376223487,4.755225715154971,5.037315376223487,1420.0192045574008,283651.6116711131,285071.6308756705,7680.05663863959,38.28693099977472,7718.343569639364,0.0007042158280610616
estimate-prefix-cache,8.0,400,0,83.08750000782311,2.9962609445006265,31.785531413927675,0.16100251553534733,34.4223433341831,49.165449848212305,7.017981261014938e-05,0.3778217764571309,14077519,70475,11762.136945036382,59.25106017749989,11821.388005213881,400,1.0,4.814201895138715,4.814201895138715,4.814201895138715,848.2021963997523,169430.04662162816,170278.2488180279,11762.136945036382,59.25106017749989,11821.388005213881,0.0011789641718030948
estimate-prefix-cache,10.0,500,0,117.27827216498554,2.992013939239499,36.1306182298474,0.16679834523215525,41.960982138291,49.61399188786745,6.734766066074371e-05,0.3783311041072011,14077519,70475,11745.617472659174,58.10491070003107,11803.722383359205,500,1.0,4.26336431096637,4.26336431096637,4.26336431096637,600.9211996307099,120035.18418310197,120636.10538273268,11745.617472659174,58.10491070003107,11803.722383359205,0.0016641117015251583
estimate-prefix-cache,12.0,600,0,151.50290380045772,2.9672959296260797,37.99525429004182,0.16830925556407045,43.16355665959418,49.01839593425393,6.551574915647507e-05,0.3782933358103037,14077519,70475,11648.763085865261,58.643658555843416,11707.406744421105,600,1.0,3.960320132149093,3.960320132149093,3.960320132149093,465.17260218867887,92919.13651068561,93384.3091128743,11648.763085865261,58.643658555843416,11707.406744421105,0.002149739677906459
estimate-prefix-cache,15.0,750,0,208.28018764592707,2.8833736509765697,42.16370312312742,0.16954239187189718,47.031948518007994,50.07441738508642,6.641168147325516e-05,0.37759386133402584,14077519,70475,11319.298386620732,57.02928631811525,11376.327672938849,750,1.0,3.6009185918105078,3.6009185918105078,3.6009185918105078,338.3663170104607,67589.33319155422,67927.69950856468,11319.298386620732,57.02928631811525,11376.327672938849,0.0029553769087751268
estimate-prefix-cache,20.0,1000,0,281.4437337294221,3.004520068019545,41.7153147879187,0.1696976106295862,45.739335181191564,50.1862289423123,7.22687691450119e-05,0.3784837184473872,14077519,70475,11794.760304462423,58.876575252911,11853.636879715335,1000,1.0,3.5531080644395963,3.5531080644395963,3.5531080644395963,250.40529084138055,50018.94628620164,50269.35157704302,11794.760304462423,58.876575252911,11853.636879715335,0.003993525842205351
load,2.0,100,0,50.08146872371435,1.6817707073602757,6.527394996732474,0.10164176570206154,2.8963797306641936,21.967633471451705,5.584023892879486e-05,0.061224727891385555,14121309,70334,6597.72102663095,32.44135694497972,6630.16238357593,100,1.0,1.9967465521363283,1.9967465521363283,1.9967465521363283,1404.3917199795653,281966.75057401706,283371.14229399664,6597.72102663095,32.44135694497972,6630.16238357593,0.0007120520477111262
load,5.0,250,0,49.437186636030674,2.5064859457283193,18.65716640023142,0.15795387705815275,18.38163588102907,32.973094660416244,6.304867565631866e-05,0.3762185927480459,14121309,70334,9831.620940512852,48.78624244765601,9880.407182960507,250,1.0,5.056922066390317,5.056922066390317,5.056922066390317,1422.6942264699862,285641.4363536647,287064.1305801347,9831.620940512852,48.78624244765601,9880.407182960507,0.0007028917257091971
load,8.0,400,0,85.20408135280013,3.0330522238531312,32.22665871985723,0.16596054981462657,38.884343000128865,47.59038329627365,7.133278995752335e-05,0.37824457716196774,14121309,70334,11897.662966941962,58.47724687588837,11956.14021381785,400,1.0,4.694610793862569,4.694610793862569,4.694610793862569,825.4768889388249,165735.12413717163,166560.60102611047,11897.662966941962,58.47724687588837,11956.14021381785,0.0012114209536326689
load,10.0,500,0,126.53302420675755,2.7947381624144336,38.83502578059211,0.16852691113367313,47.402163898572326,51.09797150604427,6.897561252117157e-05,0.37761991415172813,14121309,70334,10962.600789552584,54.87747855716982,11017.478268109753,500,1.0,3.951537577913176,3.951537577913176,3.951537577913176,555.8548880098907,111601.76632564707,112157.62121365697,10962.600789552584,54.87747855716982,11017.478268109753,0.0017990306851132815
load,12.0,600,0,161.1623665932566,2.8176065871993026,41.39893052358491,0.16904517874220099,48.4981031967327,50.9221276121214,7.068365812301636e-05,0.37745897732675077,14121309,70334,11052.155758508838,55.065424735831705,11107.22118324467,600,1.0,3.7229535200006514,3.7229535200006514,3.7229535200006514,436.41702145954304,87621.62841427812,88058.04543573766,11052.155758508838,55.065424735831705,11107.22118324467,0.002291386336526525
